"ecoregion","metierL4","species"
"Oceanic Northeast Atlantic","OTB","Molva dypterygia"
"Western Mediterranean Sea","OTB","Molva dypterygia"
NA,"OTB","Molva dypterygia"
"Adriatic Sea","GNS","Molva macrophthalma"
"Aegean-Levantine Sea","GNS","Molva macrophthalma"
"Azores","GNS","Molva macrophthalma"
"Baltic Sea","GNS","Molva macrophthalma"
"Barents Sea","GNS","Molva macrophthalma"
"Bay of Biscay and the Iberian Coast","GNS","Molva macrophthalma"
"Black Sea","GNS","Molva macrophthalma"
"Celtic Seas","GNS","Molva macrophthalma"
"Greater North Sea","GNS","Molva macrophthalma"
"Icelandic Waters","GNS","Molva macrophthalma"
"Ionian Sea and the Central Mediterranean Sea","GNS","Molva macrophthalma"
"Norwegian Sea","GNS","Molva macrophthalma"
"Oceanic Northeast Atlantic","GNS","Molva macrophthalma"
"Western Mediterranean Sea","GNS","Molva macrophthalma"
"Adriatic Sea","LLS","Molva macrophthalma"
"Aegean-Levantine Sea","LLS","Molva macrophthalma"
"Azores","LLS","Molva macrophthalma"
"Baltic Sea","LLS","Molva macrophthalma"
"Bay of Biscay and the Iberian Coast","LLS","Molva macrophthalma"
"Black Sea","LLS","Molva macrophthalma"
"Celtic Seas","LLS","Molva macrophthalma"
"Faroes","LLS","Molva macrophthalma"
"Greater North Sea","LLS","Molva macrophthalma"
"Icelandic Waters","LLS","Molva macrophthalma"
"Ionian Sea and the Central Mediterranean Sea","LLS","Molva macrophthalma"
"Oceanic Northeast Atlantic","LLS","Molva macrophthalma"
"Western Mediterranean Sea","LLS","Molva macrophthalma"
"Adriatic Sea","OTB","Molva macrophthalma"
"Aegean-Levantine Sea","OTB","Molva macrophthalma"
"Baltic Sea","OTB","Molva macrophthalma"
"Barents Sea","OTB","Molva macrophthalma"
"Bay of Biscay and the Iberian Coast","OTB","Molva macrophthalma"
"Celtic Seas","OTB","Molva macrophthalma"
"Faroes","OTB","Molva macrophthalma"
"Greater North Sea","OTB","Molva macrophthalma"
"Greenland Sea","OTB","Molva macrophthalma"
"Icelandic Waters","OTB","Molva macrophthalma"
"Ionian Sea and the Central Mediterranean Sea","OTB","Molva macrophthalma"
"Norwegian Sea","OTB","Molva macrophthalma"
"Oceanic Northeast Atlantic","OTB","Molva macrophthalma"
"Western Mediterranean Sea","OTB","Molva macrophthalma"
NA,"OTB","Molva macrophthalma"
"Baltic Sea","PTB","Molva macrophthalma"
"Bay of Biscay and the Iberian Coast","PTB","Molva macrophthalma"
"Celtic Seas","PTB","Molva macrophthalma"
"Greater North Sea","PTB","Molva macrophthalma"
"Adriatic Sea","FPO","Molva molva"
"Aegean-Levantine Sea","FPO","Molva molva"
"Azores","FPO","Molva molva"
"Baltic Sea","FPO","Molva molva"
"Bay of Biscay and the Iberian Coast","FPO","Molva molva"
"Black Sea","FPO","Molva molva"
"Celtic Seas","FPO","Molva molva"
"Faroes","FPO","Molva molva"
"Greater North Sea","FPO","Molva molva"
"Icelandic Waters","FPO","Molva molva"
"Ionian Sea and the Central Mediterranean Sea","FPO","Molva molva"
"Oceanic Northeast Atlantic","FPO","Molva molva"
"Western Mediterranean Sea","FPO","Molva molva"
"Adriatic Sea","OTB","Molva molva"
"Aegean-Levantine Sea","OTB","Molva molva"
"Baltic Sea","OTB","Molva molva"
"Barents Sea","OTB","Molva molva"
"Bay of Biscay and the Iberian Coast","OTB","Molva molva"
"Celtic Seas","OTB","Molva molva"
"Faroes","OTB","Molva molva"
"Greater North Sea","OTB","Molva molva"
"Greenland Sea","OTB","Molva molva"
"Icelandic Waters","OTB","Molva molva"
"Ionian Sea and the Central Mediterranean Sea","OTB","Molva molva"
"Norwegian Sea","OTB","Molva molva"
"Oceanic Northeast Atlantic","OTB","Molva molva"
"Western Mediterranean Sea","OTB","Molva molva"
NA,"OTB","Molva molva"
"Barents Sea","OTT","Molva molva"
"Bay of Biscay and the Iberian Coast","OTT","Molva molva"
"Celtic Seas","OTT","Molva molva"
"Faroes","OTT","Molva molva"
"Greater North Sea","OTT","Molva molva"
"Greenland Sea","OTT","Molva molva"
"Norwegian Sea","OTT","Molva molva"
"Oceanic Northeast Atlantic","OTT","Molva molva"
"Western Mediterranean Sea","OTT","Molva molva"
"Adriatic Sea","LLS","Monachus monachus"
"Aegean-Levantine Sea","LLS","Monachus monachus"
"Azores","LLS","Monachus monachus"
"Baltic Sea","LLS","Monachus monachus"
"Bay of Biscay and the Iberian Coast","LLS","Monachus monachus"
"Black Sea","LLS","Monachus monachus"
"Celtic Seas","LLS","Monachus monachus"
"Faroes","LLS","Monachus monachus"
"Greater North Sea","LLS","Monachus monachus"
"Icelandic Waters","LLS","Monachus monachus"
"Ionian Sea and the Central Mediterranean Sea","LLS","Monachus monachus"
"Oceanic Northeast Atlantic","LLS","Monachus monachus"
"Western Mediterranean Sea","LLS","Monachus monachus"
"Adriatic Sea","LLS","Mora moro"
"Aegean-Levantine Sea","LLS","Mora moro"
"Azores","LLS","Mora moro"
"Baltic Sea","LLS","Mora moro"
"Bay of Biscay and the Iberian Coast","LLS","Mora moro"
"Black Sea","LLS","Mora moro"
"Celtic Seas","LLS","Mora moro"
"Faroes","LLS","Mora moro"
"Greater North Sea","LLS","Mora moro"
"Icelandic Waters","LLS","Mora moro"
"Ionian Sea and the Central Mediterranean Sea","LLS","Mora moro"
"Oceanic Northeast Atlantic","LLS","Mora moro"
"Western Mediterranean Sea","LLS","Mora moro"
"Adriatic Sea","OTB","Mora moro"
"Aegean-Levantine Sea","OTB","Mora moro"
"Baltic Sea","OTB","Mora moro"
"Barents Sea","OTB","Mora moro"
"Bay of Biscay and the Iberian Coast","OTB","Mora moro"
"Celtic Seas","OTB","Mora moro"
"Faroes","OTB","Mora moro"
"Greater North Sea","OTB","Mora moro"
"Greenland Sea","OTB","Mora moro"
"Icelandic Waters","OTB","Mora moro"
"Ionian Sea and the Central Mediterranean Sea","OTB","Mora moro"
"Norwegian Sea","OTB","Mora moro"
"Oceanic Northeast Atlantic","OTB","Mora moro"
"Western Mediterranean Sea","OTB","Mora moro"
NA,"OTB","Mora moro"
"Baltic Sea","PTB","Mora moro"
"Bay of Biscay and the Iberian Coast","PTB","Mora moro"
"Celtic Seas","PTB","Mora moro"
"Greater North Sea","PTB","Mora moro"
"Adriatic Sea","GNS","Morus bassanus"
"Aegean-Levantine Sea","GNS","Morus bassanus"
"Azores","GNS","Morus bassanus"
"Baltic Sea","GNS","Morus bassanus"
"Barents Sea","GNS","Morus bassanus"
"Bay of Biscay and the Iberian Coast","GNS","Morus bassanus"
"Black Sea","GNS","Morus bassanus"
"Celtic Seas","GNS","Morus bassanus"
"Greater North Sea","GNS","Morus bassanus"
"Icelandic Waters","GNS","Morus bassanus"
"Ionian Sea and the Central Mediterranean Sea","GNS","Morus bassanus"
"Norwegian Sea","GNS","Morus bassanus"
"Oceanic Northeast Atlantic","GNS","Morus bassanus"
"Western Mediterranean Sea","GNS","Morus bassanus"
"Adriatic Sea","GTR","Morus bassanus"
"Aegean-Levantine Sea","GTR","Morus bassanus"
"Baltic Sea","GTR","Morus bassanus"
"Bay of Biscay and the Iberian Coast","GTR","Morus bassanus"
"Celtic Seas","GTR","Morus bassanus"
"Greater North Sea","GTR","Morus bassanus"
"Ionian Sea and the Central Mediterranean Sea","GTR","Morus bassanus"
"Oceanic Northeast Atlantic","GTR","Morus bassanus"
"Western Mediterranean Sea","GTR","Morus bassanus"
"Adriatic Sea","LHM","Morus bassanus"
"Bay of Biscay and the Iberian Coast","LHM","Morus bassanus"
"Black Sea","LHM","Morus bassanus"
"Greater North Sea","LHM","Morus bassanus"
"Icelandic Waters","LHM","Morus bassanus"
"Ionian Sea and the Central Mediterranean Sea","LHM","Morus bassanus"
"Western Mediterranean Sea","LHM","Morus bassanus"
"Adriatic Sea","LHP","Morus bassanus"
"Azores","LHP","Morus bassanus"
"Baltic Sea","LHP","Morus bassanus"
"Bay of Biscay and the Iberian Coast","LHP","Morus bassanus"
"Black Sea","LHP","Morus bassanus"
"Celtic Seas","LHP","Morus bassanus"
"Greater North Sea","LHP","Morus bassanus"
"Ionian Sea and the Central Mediterranean Sea","LHP","Morus bassanus"
"Western Mediterranean Sea","LHP","Morus bassanus"
"Adriatic Sea","LLD","Morus bassanus"
"Aegean-Levantine Sea","LLD","Morus bassanus"
"Azores","LLD","Morus bassanus"
"Baltic Sea","LLD","Morus bassanus"
"Bay of Biscay and the Iberian Coast","LLD","Morus bassanus"
"Black Sea","LLD","Morus bassanus"
"Celtic Seas","LLD","Morus bassanus"
"Greater North Sea","LLD","Morus bassanus"
"Ionian Sea and the Central Mediterranean Sea","LLD","Morus bassanus"
"Oceanic Northeast Atlantic","LLD","Morus bassanus"
"Western Mediterranean Sea","LLD","Morus bassanus"
NA,"LLD","Morus bassanus"
"Adriatic Sea","LLS","Morus bassanus"
"Aegean-Levantine Sea","LLS","Morus bassanus"
"Azores","LLS","Morus bassanus"
"Baltic Sea","LLS","Morus bassanus"
"Bay of Biscay and the Iberian Coast","LLS","Morus bassanus"
"Black Sea","LLS","Morus bassanus"
"Celtic Seas","LLS","Morus bassanus"
"Faroes","LLS","Morus bassanus"
"Greater North Sea","LLS","Morus bassanus"
"Icelandic Waters","LLS","Morus bassanus"
"Ionian Sea and the Central Mediterranean Sea","LLS","Morus bassanus"
"Oceanic Northeast Atlantic","LLS","Morus bassanus"
"Western Mediterranean Sea","LLS","Morus bassanus"
"Azores","LTL","Morus bassanus"
"Baltic Sea","LTL","Morus bassanus"
"Bay of Biscay and the Iberian Coast","LTL","Morus bassanus"
"Celtic Seas","LTL","Morus bassanus"
"Greater North Sea","LTL","Morus bassanus"
"Oceanic Northeast Atlantic","LTL","Morus bassanus"
"Western Mediterranean Sea","LTL","Morus bassanus"
"Adriatic Sea","OTB","Morus bassanus"
"Aegean-Levantine Sea","OTB","Morus bassanus"
"Baltic Sea","OTB","Morus bassanus"
"Barents Sea","OTB","Morus bassanus"
"Bay of Biscay and the Iberian Coast","OTB","Morus bassanus"
"Celtic Seas","OTB","Morus bassanus"
"Faroes","OTB","Morus bassanus"
"Greater North Sea","OTB","Morus bassanus"
"Greenland Sea","OTB","Morus bassanus"
"Icelandic Waters","OTB","Morus bassanus"
"Ionian Sea and the Central Mediterranean Sea","OTB","Morus bassanus"
"Norwegian Sea","OTB","Morus bassanus"
"Oceanic Northeast Atlantic","OTB","Morus bassanus"
"Western Mediterranean Sea","OTB","Morus bassanus"
NA,"OTB","Morus bassanus"
"Adriatic Sea","OTM","Morus bassanus"
"Baltic Sea","OTM","Morus bassanus"
"Bay of Biscay and the Iberian Coast","OTM","Morus bassanus"
"Black Sea","OTM","Morus bassanus"
"Celtic Seas","OTM","Morus bassanus"
"Faroes","OTM","Morus bassanus"
"Greater North Sea","OTM","Morus bassanus"
"Icelandic Waters","OTM","Morus bassanus"
"Ionian Sea and the Central Mediterranean Sea","OTM","Morus bassanus"
"Norwegian Sea","OTM","Morus bassanus"
"Oceanic Northeast Atlantic","OTM","Morus bassanus"
"Western Mediterranean Sea","OTM","Morus bassanus"
"Baltic Sea","PTB","Morus bassanus"
"Bay of Biscay and the Iberian Coast","PTB","Morus bassanus"
"Celtic Seas","PTB","Morus bassanus"
"Greater North Sea","PTB","Morus bassanus"
"Adriatic Sea","PTM","Morus bassanus"
"Baltic Sea","PTM","Morus bassanus"
"Bay of Biscay and the Iberian Coast","PTM","Morus bassanus"
"Celtic Seas","PTM","Morus bassanus"
"Greater North Sea","PTM","Morus bassanus"
"Ionian Sea and the Central Mediterranean Sea","PTM","Morus bassanus"
"Norwegian Sea","PTM","Morus bassanus"
"Oceanic Northeast Atlantic","PTM","Morus bassanus"
"Western Mediterranean Sea","PTM","Morus bassanus"
"Adriatic Sea","TBB","Morus bassanus"
"Barents Sea","TBB","Morus bassanus"
"Bay of Biscay and the Iberian Coast","TBB","Morus bassanus"
"Black Sea","TBB","Morus bassanus"
"Celtic Seas","TBB","Morus bassanus"
"Greater North Sea","TBB","Morus bassanus"
"Norwegian Sea","TBB","Morus bassanus"
"Western Mediterranean Sea","TBB","Morus bassanus"
"Adriatic Sea","GNS","Mustelus"
"Aegean-Levantine Sea","GNS","Mustelus"
"Azores","GNS","Mustelus"
"Baltic Sea","GNS","Mustelus"
"Barents Sea","GNS","Mustelus"
"Bay of Biscay and the Iberian Coast","GNS","Mustelus"
"Black Sea","GNS","Mustelus"
"Celtic Seas","GNS","Mustelus"
"Greater North Sea","GNS","Mustelus"
"Icelandic Waters","GNS","Mustelus"
"Ionian Sea and the Central Mediterranean Sea","GNS","Mustelus"
"Norwegian Sea","GNS","Mustelus"
"Oceanic Northeast Atlantic","GNS","Mustelus"
"Western Mediterranean Sea","GNS","Mustelus"
"Adriatic Sea","GNS","Mustelus asterias"
"Aegean-Levantine Sea","GNS","Mustelus asterias"
"Azores","GNS","Mustelus asterias"
"Baltic Sea","GNS","Mustelus asterias"
"Barents Sea","GNS","Mustelus asterias"
"Bay of Biscay and the Iberian Coast","GNS","Mustelus asterias"
"Black Sea","GNS","Mustelus asterias"
"Celtic Seas","GNS","Mustelus asterias"
"Greater North Sea","GNS","Mustelus asterias"
"Icelandic Waters","GNS","Mustelus asterias"
"Ionian Sea and the Central Mediterranean Sea","GNS","Mustelus asterias"
"Norwegian Sea","GNS","Mustelus asterias"
"Oceanic Northeast Atlantic","GNS","Mustelus asterias"
"Western Mediterranean Sea","GNS","Mustelus asterias"
"Adriatic Sea","OTB","Mustelus asterias"
"Aegean-Levantine Sea","OTB","Mustelus asterias"
"Baltic Sea","OTB","Mustelus asterias"
"Barents Sea","OTB","Mustelus asterias"
"Bay of Biscay and the Iberian Coast","OTB","Mustelus asterias"
"Celtic Seas","OTB","Mustelus asterias"
"Faroes","OTB","Mustelus asterias"
"Greater North Sea","OTB","Mustelus asterias"
"Greenland Sea","OTB","Mustelus asterias"
"Icelandic Waters","OTB","Mustelus asterias"
"Ionian Sea and the Central Mediterranean Sea","OTB","Mustelus asterias"
"Norwegian Sea","OTB","Mustelus asterias"
"Oceanic Northeast Atlantic","OTB","Mustelus asterias"
"Western Mediterranean Sea","OTB","Mustelus asterias"
NA,"OTB","Mustelus asterias"
"Adriatic Sea","OTM","Mustelus asterias"
"Baltic Sea","OTM","Mustelus asterias"
"Bay of Biscay and the Iberian Coast","OTM","Mustelus asterias"
"Black Sea","OTM","Mustelus asterias"
"Celtic Seas","OTM","Mustelus asterias"
"Faroes","OTM","Mustelus asterias"
"Greater North Sea","OTM","Mustelus asterias"
"Icelandic Waters","OTM","Mustelus asterias"
"Ionian Sea and the Central Mediterranean Sea","OTM","Mustelus asterias"
"Norwegian Sea","OTM","Mustelus asterias"
"Oceanic Northeast Atlantic","OTM","Mustelus asterias"
"Western Mediterranean Sea","OTM","Mustelus asterias"
"Barents Sea","OTT","Mustelus asterias"
"Bay of Biscay and the Iberian Coast","OTT","Mustelus asterias"
"Celtic Seas","OTT","Mustelus asterias"
"Faroes","OTT","Mustelus asterias"
"Greater North Sea","OTT","Mustelus asterias"
"Greenland Sea","OTT","Mustelus asterias"
"Norwegian Sea","OTT","Mustelus asterias"
"Oceanic Northeast Atlantic","OTT","Mustelus asterias"
"Western Mediterranean Sea","OTT","Mustelus asterias"
"Adriatic Sea","TBB","Mustelus asterias"
"Barents Sea","TBB","Mustelus asterias"
"Bay of Biscay and the Iberian Coast","TBB","Mustelus asterias"
"Black Sea","TBB","Mustelus asterias"
"Celtic Seas","TBB","Mustelus asterias"
"Greater North Sea","TBB","Mustelus asterias"
"Norwegian Sea","TBB","Mustelus asterias"
"Western Mediterranean Sea","TBB","Mustelus asterias"
"Adriatic Sea","GNS","Mustelus mustelus"
"Aegean-Levantine Sea","GNS","Mustelus mustelus"
"Azores","GNS","Mustelus mustelus"
"Baltic Sea","GNS","Mustelus mustelus"
"Barents Sea","GNS","Mustelus mustelus"
"Bay of Biscay and the Iberian Coast","GNS","Mustelus mustelus"
"Black Sea","GNS","Mustelus mustelus"
"Celtic Seas","GNS","Mustelus mustelus"
"Greater North Sea","GNS","Mustelus mustelus"
"Icelandic Waters","GNS","Mustelus mustelus"
"Ionian Sea and the Central Mediterranean Sea","GNS","Mustelus mustelus"
"Norwegian Sea","GNS","Mustelus mustelus"
"Oceanic Northeast Atlantic","GNS","Mustelus mustelus"
"Western Mediterranean Sea","GNS","Mustelus mustelus"
"Adriatic Sea","GTR","Mustelus mustelus"
"Aegean-Levantine Sea","GTR","Mustelus mustelus"
"Baltic Sea","GTR","Mustelus mustelus"
"Bay of Biscay and the Iberian Coast","GTR","Mustelus mustelus"
"Celtic Seas","GTR","Mustelus mustelus"
"Greater North Sea","GTR","Mustelus mustelus"
"Ionian Sea and the Central Mediterranean Sea","GTR","Mustelus mustelus"
"Oceanic Northeast Atlantic","GTR","Mustelus mustelus"
"Western Mediterranean Sea","GTR","Mustelus mustelus"
"Adriatic Sea","LLS","Mustelus mustelus"
"Aegean-Levantine Sea","LLS","Mustelus mustelus"
"Azores","LLS","Mustelus mustelus"
"Baltic Sea","LLS","Mustelus mustelus"
"Bay of Biscay and the Iberian Coast","LLS","Mustelus mustelus"
"Black Sea","LLS","Mustelus mustelus"
"Celtic Seas","LLS","Mustelus mustelus"
"Faroes","LLS","Mustelus mustelus"
"Greater North Sea","LLS","Mustelus mustelus"
"Icelandic Waters","LLS","Mustelus mustelus"
"Ionian Sea and the Central Mediterranean Sea","LLS","Mustelus mustelus"
"Oceanic Northeast Atlantic","LLS","Mustelus mustelus"
"Western Mediterranean Sea","LLS","Mustelus mustelus"
"Adriatic Sea","OTB","Mustelus mustelus"
"Aegean-Levantine Sea","OTB","Mustelus mustelus"
"Baltic Sea","OTB","Mustelus mustelus"
"Barents Sea","OTB","Mustelus mustelus"
"Bay of Biscay and the Iberian Coast","OTB","Mustelus mustelus"
"Celtic Seas","OTB","Mustelus mustelus"
"Faroes","OTB","Mustelus mustelus"
"Greater North Sea","OTB","Mustelus mustelus"
"Greenland Sea","OTB","Mustelus mustelus"
"Icelandic Waters","OTB","Mustelus mustelus"
"Ionian Sea and the Central Mediterranean Sea","OTB","Mustelus mustelus"
"Norwegian Sea","OTB","Mustelus mustelus"
"Oceanic Northeast Atlantic","OTB","Mustelus mustelus"
"Western Mediterranean Sea","OTB","Mustelus mustelus"
NA,"OTB","Mustelus mustelus"
"Adriatic Sea","OTM","Mustelus mustelus"
"Baltic Sea","OTM","Mustelus mustelus"
"Bay of Biscay and the Iberian Coast","OTM","Mustelus mustelus"
"Black Sea","OTM","Mustelus mustelus"
"Celtic Seas","OTM","Mustelus mustelus"
"Faroes","OTM","Mustelus mustelus"
"Greater North Sea","OTM","Mustelus mustelus"
"Icelandic Waters","OTM","Mustelus mustelus"
"Ionian Sea and the Central Mediterranean Sea","OTM","Mustelus mustelus"
"Norwegian Sea","OTM","Mustelus mustelus"
"Oceanic Northeast Atlantic","OTM","Mustelus mustelus"
"Western Mediterranean Sea","OTM","Mustelus mustelus"
"Adriatic Sea","PTM","Mustelus mustelus"
"Baltic Sea","PTM","Mustelus mustelus"
"Bay of Biscay and the Iberian Coast","PTM","Mustelus mustelus"
"Celtic Seas","PTM","Mustelus mustelus"
"Greater North Sea","PTM","Mustelus mustelus"
"Ionian Sea and the Central Mediterranean Sea","PTM","Mustelus mustelus"
"Norwegian Sea","PTM","Mustelus mustelus"
"Oceanic Northeast Atlantic","PTM","Mustelus mustelus"
"Western Mediterranean Sea","PTM","Mustelus mustelus"
"Adriatic Sea","TBB","Mustelus mustelus"
"Barents Sea","TBB","Mustelus mustelus"
"Bay of Biscay and the Iberian Coast","TBB","Mustelus mustelus"
"Black Sea","TBB","Mustelus mustelus"
"Celtic Seas","TBB","Mustelus mustelus"
"Greater North Sea","TBB","Mustelus mustelus"
"Norwegian Sea","TBB","Mustelus mustelus"
"Western Mediterranean Sea","TBB","Mustelus mustelus"
"Adriatic Sea","GTR","Mustelus punctulatus"
"Aegean-Levantine Sea","GTR","Mustelus punctulatus"
"Baltic Sea","GTR","Mustelus punctulatus"
"Bay of Biscay and the Iberian Coast","GTR","Mustelus punctulatus"
"Celtic Seas","GTR","Mustelus punctulatus"
"Greater North Sea","GTR","Mustelus punctulatus"
"Ionian Sea and the Central Mediterranean Sea","GTR","Mustelus punctulatus"
"Oceanic Northeast Atlantic","GTR","Mustelus punctulatus"
"Western Mediterranean Sea","GTR","Mustelus punctulatus"
"Adriatic Sea","LLS","Mustelus punctulatus"
"Aegean-Levantine Sea","LLS","Mustelus punctulatus"
"Azores","LLS","Mustelus punctulatus"
"Baltic Sea","LLS","Mustelus punctulatus"
